set_code,set_name,company,cat_ref,imAge_A,image_ext,has_back_image,jurisdiction,jurisdiction_type,year,serial_number,width_inches,height_inches,value_mt,value_ex,value_vg,value_g,value_fr,value_po,variety_key,variety_notes,state_embossed,legend_embossed,notes,sort_order
p81,1981 Post Cereal Plates,General Foods Corp. (Post Cereal),,PA,png,1,Pennsylvania,us_state,1981,FTA 001,4.875,2,3,2.5,2,1,,,base,,y,y,,380
p81,1981 Post Cereal Plates,General Foods Corp. (Post Cereal),,RI,png,1,Rhode Island,us_state,1981,37 608,4.875,2,3,2.5,2,1,,,base,,n,0,,390
p81,1981 Post Cereal Plates,General Foods Corp. (Post Cereal),,SC,png,1,South Carolina,us_state,1981,510 939,4.875,2,3,2.5,2,1,,,base,,n,0,,400
p81,1981 Post Cereal Plates,General Foods Corp. (Post Cereal),,SD,png,1,South Dakota,us_state,1981,CSD 048,4.875,2,3,2.5,2,1,,,base,,n,0,,410
p81,1981 Post Cereal Plates,General Foods Corp. (Post Cereal),,TN,png,1,Tennessee,us_state,1981,2 A3793,4.875,2,3,2.5,2,1,,,base,,n,0,,420
p81,1981 Post Cereal Plates,General Foods Corp. (Post Cereal),,TX,png,1,Texas,us_state,1981,HOWDY,4.875,2,3,2.5,2,1,,,base,,y,0,,430
p81,1981 Post Cereal Plates,General Foods Corp. (Post Cereal),,UT,png,1,Utah,us_state,1981,JAZ 044,4.875,2,3,2.5,2,1,,,base,,y,0,,440
p81,1981 Post Cereal Plates,General Foods Corp. (Post Cereal),,VT,png,1,Vermont,us_state,1981,SNO SKI,4.875,2,3,2.5,2,1,,,base,,y,y,,450
p81,1981 Post Cereal Plates,General Foods Corp. (Post Cereal),,VA,png,1,Virginia,us_state,1981,RTM 983,4.875,2,3,2.5,2,1,,,base,,n,0,,460
p81,1981 Post Cereal Plates,General Foods Corp. (Post Cereal),,WA,png,1,Washington,us_state,1981,WSN 420,4.875,2,3,2.5,2,1,,,base,,n,0,,470
p81,1981 Post Cereal Plates,General Foods Corp. (Post Cereal),,WV,png,1,West Virginia,us_state,1981,4N 9528,4.875,2,3,2.5,2,1,,,base,,n,0,,480
p81,1981 Post Cereal Plates,General Foods Corp. (Post Cereal),,WI,png,1,Wisconsin,us_state,1981,MILKEM,4.875,2,3,2.5,2,1,,,base,,y,y,,490
p81,1981 Post Cereal Plates,General Foods Corp. (Post Cereal),,WY,png,1,Wyoming,us_state,1981,2444387,4.875,2,3,2.5,2,1,,,base,,n,0,,500
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,AL,png,1,Alabama,us_state,1982,UR IT,4.875,2,3.5,3,2.5,2,1,,base,,n,0,Legend is in a small heart in the top left corner ,10
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,AK,png,1,Alaska,us_state,1982,SNO 841,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,20
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,AZ,png,1,Arizona,us_state,1982,CANYON,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,30
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,AR,png,1,Arkansas,us_state,1982,AKS 458,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,40
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,CA,png,1,California,us_state,1982,GO 4 IT,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,50
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,CO,png,1,Colorado,us_state,1982,MILE HI,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,60
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,CT,png,1,Connecticut,us_state,1982,WHO R U,4.875,2,3.5,3,2.5,2,1,,base,,y,y,,70
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,DE,png,1,Delaware,us_state,1982,31892,4.875,2,3.5,3,2.5,2,1,,base,,n,0,Plate is not embossed,80
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,FL,png,1,Florida,us_state,1982,GATOR,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,90
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,GA,png,1,Georgia,us_state,1982,731 ATL,4.875,2,3.5,3,2.5,2,1,,base,,y,0,Seperate date and state registration stickers are present,100
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,HI,png,1,Hawaii,us_state,1982,ISLAND,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,110
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,ID,png,1,Idaho,us_state,1982,SPUD,4.875,2,3.5,3,2.5,2,1,,base,,y,y,,120
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,IL,png,1,Illinois,us_state,1982,SFD 929,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,130
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,IN,png,1,Indiana,us_state,1982,RACE IT,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,140
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,IA,png,1,Iowa,us_state,1982,GRT 512,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,150
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,KS,png,1,Kansas,us_state,1982,MLI 47193,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,160
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,KY,png,1,Kentucky,us_state,1982,GRN 685,4.875,2,3.5,3,2.5,2,1,,base,,n,0,State not embossed as KY in both upper corners,170
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,LA,png,1,Louisiana,us_state,1982,6BC453,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,180
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,ME,png,1,Maine,us_state,1982,LOBSTER,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,190
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,MD,png,1,Maryland,us_state,1982,I FLY,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,200
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,MA,png,1,Massachusetts,us_state,1982,T PARTY,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,210
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,MI,png,1,Michigan,us_state,1982,BIG 10,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,220
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,MN,png,1,Minnesota,us_state,1982,COLD 1,4.875,2,3.5,3,2.5,2,1,,base,,n,0,Overprinted on Massachusetts ,230
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,MN,png,1,Minnesota,us_state,1982,COLD 1,4.875,2,3.5,3,2.5,2,1,,base,,n,0,Overprinted on Florida,240
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,MS,png,1,Mississippi,us_state,1982,I MISS U,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,250
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,MO,png,1,Missouri,us_state,1982,HI 2 YOU,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,260
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,MT,png,1,Montana,us_state,1982,79 8364,4.875,2,3.5,3,2.5,2,1,,base,,n,0,Both 76 Bicentennial and 82 stickers are present ,270
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,NE,png,1,Nebraska,us_state,1982,305 816,4.875,2,3.5,3,2.5,2,1,,base,,n,0,1776 Bicentennial 1976 legend is present.,280
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,NV,png,1,Nevada,us_state,1982,JACKPOT,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,290
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,NH,png,1,New Hampshire,us_state,1982,WOODSY,4.875,2,3.5,3,2.5,2,1,,base,,y,y,,300
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,NJ,png,1,New Jersey,us_state,1982,SHORE,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,310
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,NM,png,1,New Mexico,us_state,1982,NMO 943,4.875,2,3.5,3,2.5,2,1,,base,,y,y,,320
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,NY,png,1,New York,us_state,1982,HARBOR,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,330
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,NC,png,1,North Carolina,us_state,1982,608 389,4.875,2,3.5,3,2.5,2,1,,base,,n,0,Date is embossed as 82 in-between serial seperation,340
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,ND,png,1,North Dakota,us_state,1982,SUPER,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,350
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,OH,png,1,Ohio,us_state,1982,010 315,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,360
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,OK,png,1,Oklahoma,us_state,1982,COWBOY,4.875,2,3.5,3,2.5,2,1,,base,,y,y,State and legend are one embossed entity,370
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,OR,png,1,Oregon,us_state,1982,TIMBER,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,380
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,PA,png,1,Pennsylvania,us_state,1982,PEN 724,4.875,2,3.5,3,2.5,2,1,,base,,y,y,,390
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,RI,png,1,Rhode Island,us_state,1982,89 811,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,400
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,SC,png,1,South Carolina,us_state,1982,458 915,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,410
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,SD,png,1,South Dakota,us_state,1982,HILLS,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,420
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,TN,png,1,Tennessee,us_state,1982,3 B5324,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,430
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,TX,png,1,Texas,us_state,1982,BIG 1,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,440
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,UT,png,1,Utah,us_state,1982,SLC 344,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,450
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,VT,png,1,Vermont,us_state,1982,WE SKI,4.875,2,3.5,3,2.5,2,1,,base,,y,y,,460
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,VA,png,1,Virginia,us_state,1982,RTM 983,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,470
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,WA,png,1,Washington,us_state,1982,WSN 420,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,480
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,WV,png,1,West Virginia,us_state,1982,4N 9528,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,490
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,WI,png,1,Wisconsin,us_state,1982,MILKEM,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,500
p82,1982 Post Cereal Plates,General Foods Corp. (Post Cereal),,WY,png,1,Wyoming,us_state,1982,2444387,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,510
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,AL,png,1,Alabama,us_state,1983,SCORE 7,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,Legend is in a small heart in the top left corner ,10
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,AK,png,1,Alaska,us_state,1983,CLD 843,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,20
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,AZ,png,1,Arizona,us_state,1983,OASIS,4.875,2,4.5,4,3.5,2.5,1.5,,base,,y,0,,30
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,AR,png,1,Arkansas,us_state,1983,HOGWILD,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,40
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,CA,png,1,California,us_state,1983,SURFS UP,4.875,2,4.5,4,3.5,2.5,1.5,,base,,y,0,,50
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,CO,png,1,Colorado,us_state,1983,SKI IT,4.875,2,4.5,4,3.5,2.5,1.5,,base,,y,0,,60
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,CT,png,1,Connecticut,us_state,1983,SOCCER,4.875,2,4.5,4,3.5,2.5,1.5,,base,,y,y,State name and legend are embossed.,70
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,CT,png,1,Connecticut,us_state,1983,SOCCER,4.875,2,4.5,4,3.5,2.5,1.5,,base,,y,0,Legend is flat.,80
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,DE,png,1,Delaware,us_state,1983,61853,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,Plate is not embossed,90
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,FL,png,1,Florida,us_state,1983,TEE OFF,4.875,2,4.5,4,3.5,2.5,1.5,,base,,y,0,,100
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,GA,png,1,Georgia,us_state,1983,857 153,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,110
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,HI,png,1,Hawaii,us_state,1983,HANG 10,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,120
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,ID,png,1,Idaho,us_state,1983,RIDE ON,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,130
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,IL,png,1,Illinois,us_state,1983,WHEEL E,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,140
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,IN,png,1,Indiana,us_state,1983,RACE IT,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,150
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,IA,png,1,Iowa,us_state,1983,POPCORN,4.875,2,4.5,4,3.5,2.5,1.5,,base,,y,0,,160
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,KS,png,1,Kansas,us_state,1983,WHT 85031,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,170
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,KY,png,1,Kentucky,us_state,1983,RIDING,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,State not embossed as KY in both upper corners,180
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,LA,png,1,Louisiana,us_state,1983,543M322,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,190
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,ME,png,1,Maine,us_state,1983,LOBSTER,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,200
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,MD,png,1,Maryland,us_state,1983,C SHELL,4.875,2,4.5,4,3.5,2.5,1.5,,base,,y,0,,210
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,MA,png,1,Massachusetts,us_state,1983,SAIL IT,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,220
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,MI,png,1,Michigan,us_state,1983,RUN 4 IT,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,230
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,MN,png,1,Minnesota,us_state,1983,SKATER,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,240
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,MS,png,1,Mississippi,us_state,1983,OLE MIS,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,250
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,MO,png,1,Missouri,us_state,1983,UP N AT M,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,260
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,MT,png,1,Montana,us_state,1983,25 48396,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,Both 76 Bicentennial and 83 stickers are present ,270
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,NE,png,1,Nebraska,us_state,1983,27 962,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,1776 Bicentennial 1976 legend is present.,280
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,NV,png,1,Nevada,us_state,1983,GO 4 IT,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,Debossed,290
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,NH,png,1,New Hampshire,us_state,1983,B A STAR,4.875,2,4.5,4,3.5,2.5,1.5,,base,,y,y,,300
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,NJ,png,1,New Jersey,us_state,1983,U CAN DO,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,310
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,NM,png,1,New Mexico,us_state,1983,HOT 100,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,320
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,NY,png,1,New York,us_state,1983,LUV IT,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,330
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,NC,png,1,North Carolina,us_state,1983,RALLY,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,340
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,ND,png,1,North Dakota,us_state,1983,357 MRL,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,350
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,OH,png,1,Ohio,us_state,1983,RED 010,4.875,2,4.5,4,3.5,2.5,1.5,,base,,y,0,,360
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,OK,png,1,Oklahoma,us_state,1983,RODEO,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,370
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,OR,png,1,Oregon,us_state,1983,RUN 4 FUN,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,380
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,PA,png,1,Pennsylvania,us_state,1983,APT 331,4.875,2,4.5,4,3.5,2.5,1.5,,base,,y,y,,390
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,RI,png,1,Rhode Island,us_state,1983,C GULL,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,400
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,SC,png,1,South Carolina,us_state,1983,TAM 322,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,410
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,SD,png,1,South Dakota,us_state,1983,ACTIVE 1,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,420
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,TN,png,1,Tennessee,us_state,1983,5 B8329,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,430
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,TX,png,1,Texas,us_state,1983,TO RUN,4.875,2,4.5,4,3.5,2.5,1.5,,base,,y,0,,440
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,UT,png,1,Utah,us_state,1983,HI JUMP,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,450
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,VT,png,1,Vermont,us_state,1983,SNO SKI,4.875,2,4.5,4,3.5,2.5,1.5,,base,,y,y,Debossed,460
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,VA,png,1,Virginia,us_state,1983,SPLASH,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,470
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,WA,png,1,Washington,us_state,1983,CIDER,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,480
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,WV,png,1,West Virginia,us_state,1983,9HC 77,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,490
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,WI,png,1,Wisconsin,us_state,1983,STRIKE 3,4.875,2,4.5,4,3.5,2.5,1.5,,base,,y,0,,500
p83,1983 Post Cereal Plates,General Foods Corp. (Post Cereal),,WY,png,1,Wyoming,us_state,1983,LASSO,4.875,2,4.5,4,3.5,2.5,1.5,,base,,n,0,,510
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,AL,png,1,Alabama,us_state,1984,GO BAMA,4.875,2,3.5,3,2.5,2,1,,base,,y,0,Legend is in a small heart in the top left corner ,10
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,AK,png,1,Alaska,us_state,1984,HUSKY,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,20
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,AZ,png,1,Arizona,us_state,1984,RODEO,4.875,2,3.5,3,2.5,2,1,,base,,y,y,,30
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,AR,png,1,Arkansas,us_state,1984,HOGWILD,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,40
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,CA,png,1,California,us_state,1984,AWESOME,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,50
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,CO,png,1,Colorado,us_state,1984,MILE HI,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,60
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,CT,png,1,Connecticut,us_state,1984,YANKEE,4.875,2,3.5,3,2.5,2,1,,base,,y,y,,70
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,DE,png,1,Delaware,us_state,1984,53981,4.875,2,3.5,3,2.5,2,1,,base,,n,0,Plate is not embossed,80
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,FL,png,1,Florida,us_state,1984,SUN FUN,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,90
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,GA,png,1,Georgia,us_state,1984,BULLDOG,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,100
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,HI,png,1,Hawaii,us_state,1984,ALOHA,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,110
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,ID,png,1,Idaho,us_state,1984,HOT TATER,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,120
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,IL,png,1,Illinois,us_state,1984,BIKIN,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,130
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,IN,png,1,Indiana,us_state,1984,RIDE ON,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,140
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,IA,png,1,Iowa,us_state,1984,KERNEL,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,150
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,KS,png,1,Kansas,us_state,1984,QNL53018,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,160
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,KY,png,1,Kentucky,us_state,1984,BLU GRS,4.875,2,3.5,3,2.5,2,1,,base,,n,0,State not embossed as KY in both upper corners,170
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,LA,png,1,Louisiana,us_state,1984,389A305,4.875,2,3.5,3,2.5,2,1,,base,,y,y,,180
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,ME,png,1,Maine,us_state,1984,ROCKY 4,4.875,2,3.5,3,2.5,2,1,,base,,y,y,,190
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,MD,png,1,Maryland,us_state,1984,ORIOLE,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,200
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,MA,png,1,Massachusetts,us_state,1984,FACE OFF,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,210
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,MI,png,1,Michigan,us_state,1984,MO TWN,4.875,2,3.5,3,2.5,2,1,,base,,y,y,,220
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,MN,png,1,Minnesota,us_state,1984,GO 4,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,230
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,MS,png,1,Mississippi,us_state,1984,STEAMER,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,240
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,MO,png,1,Missouri,us_state,1984,SHOW ME,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,250
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,MT,png,1,Montana,us_state,1984,TREASURE,4.875,2,3.5,3,2.5,2,1,,base,,n,0,Both 76 Bicentennial and 84 stickers are present ,260
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,NE,png,1,Nebraska,us_state,1984,HUSKER,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,270
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,NV,png,1,Nevada,us_state,1984,HI N DRY,4.875,2,3.5,3,2.5,2,1,,base,,n,0,Debossed ,280
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,NH,png,1,New Hampshire,us_state,1984,CLIMB 17,4.875,2,3.5,3,2.5,2,1,,base,,y,y,,290
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,NJ,png,1,New Jersey,us_state,1984,SHORE,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,300
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,NM,png,1,New Mexico,us_state,1984,BRONCO,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,310
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,NY,png,1,New York,us_state,1984,BIG APPLE,4.875,2,3.5,3,2.5,2,1,,base,,y,0,,320
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,NC,png,1,North Carolina,us_state,1984,FLY HI,4.875,2,3.5,3,2.5,2,1,,base,,n,0,,330
p84,1984 Post Cereal Plates,General Foods Corp. (Post Cereal),,ND,png,1,North Dakota,us_state,1984,843 ORE,4.875,2,3.5,3,2.5,2,1,,base,,y,y,,340
