id,set_code,set_name,company,cat_ref,imAge_A,image_ext,has_back_image,jurisdiction,jurisdiction_type,year,serial_number,width_inches,height_inches,value_mt,value_ex,value_vg,value_g,value_fr,value_po,variety_key,variety_notes,state_embossed,legend_embossed,notes,sort_order
1,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,AR,png,1,Arkansas,us_state,1936,35-698,3.25,1.5,25,15,10,7,3,,base,,0,0,,10
2,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,CT,png,1,Connecticut,us_state,1936,6980,3.25,1.5,25,15,10,7,3,,base,,0,0,,20
3,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,FL,png,1,Florida,us_state,1936,624-573,3.25,1.5,25,15,10,7,3,,base,,0,0,,30
4,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,IL,png,1,Illinois,us_state,1936,621-194,3.25,1.5,25,15,10,7,3,,base,,0,0,,40
5,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,IN,png,1,Indiana,us_state,1936,5493,3.25,1.5,25,15,10,7,3,,base,,0,0,,50
6,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,IA,png,1,Iowa,us_state,1936,50-2496,3.25,1.5,25,15,10,7,3,,base,,0,0,,60
7,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,KS,png,1,Kansas,us_state,1936,23-7498,3.25,1.5,25,15,10,7,3,,base,,0,0,,70
8,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,KY,png,1,Kentucky,us_state,1936,216-194,3.25,1.5,25,15,10,7,3,,base,,0,0,,80
9,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,LA,png,1,Louisiana,us_state,1936,20-569,3.25,1.5,25,15,10,7,3,,base,,0,0,,90
10,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,ME,png,1,Maine,us_state,1936,601-510,3.25,1.5,25,15,10,7,3,,base,,0,0,,100
11,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,MD,png,1,Maryland,us_state,1936,16-709,3.25,1.5,25,15,10,7,3,,base,,0,0,,110
12,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,MA,png,1,Massachusetts,us_state,1936,620-785,3.25,1.5,25,15,10,7,3,,base,,0,0,,120
13,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,MI,png,1,Michigan,us_state,1936,A24673,3.25,1.5,25,15,10,7,3,,base,,0,0,,130
14,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,MN,png,1,Minnesota,us_state,1936,A39-931,3.25,1.5,25,15,10,7,3,,base,,0,0,,140
15,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,MS,png,1,Mississippi,us_state,1936,106-907,3.25,1.5,25,15,10,7,3,,base,,0,0,,150
16,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,MO,png,1,Missouri,us_state,1936,501-100,3.25,1.5,25,15,10,7,3,,base,,0,0,,160
17,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,MT,png,1,Montana,us_state,1936,10-356,3.25,1.5,25,15,10,7,3,,base,,0,0,,170
18,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,NE,png,1,Nebraska,us_state,1936,19-294,3.25,1.5,25,15,10,7,3,,base,,0,0,,180
19,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,NH,png,1,New Hampshire,us_state,1936,98-542,3.25,1.5,25,15,10,7,3,,base,,0,0,,190
20,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,NJ,png,1,New Jersey,us_state,1936,H9078,3.25,1.5,25,15,10,7,3,,base,,0,0,,200
21,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,NM,png,1,New Mexico,us_state,1936,362,3.25,1.5,25,15,10,7,3,,base,,0,0,,210
22,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,NY,png,1,New York,us_state,1936,5Y62-43,3.25,1.5,25,15,10,7,3,,base,,0,0,,220
23,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,NC,png,1,North Carolina,us_state,1936,630-920,3.25,1.5,25,15,10,7,3,,base,,0,0,,230
24,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,ND,png,1,North Dakota,us_state,1936,2-369,3.25,1.5,25,15,10,7,3,,base,,0,0,,240
25,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,OH,png,1,Ohio,us_state,1936,GT-284,3.25,1.5,25,15,10,7,3,,base,,0,0,,250
26,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,OK,png,1,Oklahoma,us_state,1936,529-846,3.25,1.5,25,15,10,7,3,,base,,0,0,,260
27,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,OR,png,1,Oregon,us_state,1936,205-946,3.25,1.5,25,15,10,7,3,,base,,0,0,,270
28,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,SC,png,1,South Carolina,us_state,1936,A-02-946,3.25,1.5,25,15,10,7,3,,base,,0,0,,280
29,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,SD,png,1,South Dakota,us_state,1936,26-5321,3.25,1.5,25,15,10,7,3,,base,,0,0,,290
30,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,TX,png,1,Texas,us_state,1936,502-496,3.25,1.5,25,15,10,7,3,,base,,0,0,,300
31,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,UT,png,1,Utah,us_state,1936,102-694,3.25,1.5,25,15,10,7,3,,base,,0,0,,310
32,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,VT,png,1,Vermont,us_state,1936,19-306,3.25,1.5,25,15,10,7,3,,base,,0,0,,320
33,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,VA,png,1,Virginia,us_state,1936,85-964,3.25,1.5,25,15,10,7,3,,base,,0,0,,330
34,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,WV,png,1,West Virginia,us_state,1936,203-169,3.25,1.5,25,15,10,7,3,,base,,0,0,,340
35,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,WI,png,1,Wisconsin,us_state,1936,6589,3.25,1.5,25,15,10,7,3,,base,,0,0,,350
36,go36,1936 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-1,WY,png,1,Wyoming,us_state,1936,23-8195,3.25,1.5,25,15,10,7,3,,base,,0,0,,360
37,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,AZ,png,1,Arizona,us_state,1937,J521,3.25,1.5,20,12,9,5,2,,base,,0,0,,10
38,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,AR,png,1,Arkansas,us_state,1937,180-009,3.25,1.5,20,12,9,5,2,,base,,0,0,,20
39,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,BC,png,1,British Columbia,canada,1937,13-150,3.25,1.5,20,12,9,5,2,,base,,0,0,,30
40,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,BG,png,1,British Guyana,foreign,1937,P.3593,3.25,1.5,20,12,9,5,2,,base,,0,0,,40
41,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,BH,png,1,British Honduras,foreign,1937,B.P.2,3.25,1.5,20,12,9,5,2,,base,,0,0,,50
42,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,CA,png,1,California,us_state,1937,8Z 15 11,3.25,1.5,20,12,9,5,2,,base,,0,0,,60
43,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,CZ,png,1,Canal Zone,territory,1937,201,3.25,1.5,20,12,9,5,2,,base,,0,0,,70
44,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,CO,png,1,Colorado,us_state,1937,10-1282,3.25,1.5,20,12,9,5,2,,base,,0,0,,80
45,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,CT,png,1,Connecticut,us_state,1937,6980,3.25,1.5,20,12,9,5,2,,base,,0,0,,90
46,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,CR,png,1,Curacao And Aruba,foreign,1937,1303-C,3.25,1.5,20,12,9,5,2,,base,,0,0,,100
47,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,DE,png,1,Delaware,us_state,1937,1-045,3.25,1.5,20,12,9,5,2,,base,,0,0,,110
48,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,DC,png,1,Dist. Of Columbia,us_state,1937,162-034,3.25,1.5,20,12,9,5,2,,base,,0,0,,120
49,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,EG,png,1,Egypt,foreign,1937,4701CEV-1,3.25,1.5,20,12,9,5,2,,base,,0,0,,130
50,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,EN,png,1,England,foreign,1937,BHP 506,3.25,1.5,20,12,9,5,2,,base,,0,0,,140
51,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,FL,png,1,Florida,us_state,1937,324-657,3.25,1.5,20,12,9,5,2,,base,,0,0,,150
52,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,GA,png,1,Georgia,us_state,1937,201-903,3.25,1.5,20,12,9,5,2,,base,,0,0,,160
53,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,GM,png,1,Guatamala,foreign,1937,1430,3.25,1.5,20,12,9,5,2,,base,,0,0,,170
54,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,HI,png,1,Hawaii,us_state,1937,41-020,3.25,1.5,20,12,9,5,2,,base,,0,0,,180
55,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,ID,png,1,Idaho,us_state,1937,12-280,3.25,1.5,20,12,9,5,2,,base,,0,0,,190
56,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,IL,png,1,Illinois,us_state,1937,216-419,3.25,1.5,20,12,9,5,2,,base,,0,0,,200
57,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,IN,png,1,Indiana,us_state,1937,4539,3.25,1.5,20,12,9,5,2,,base,,0,0,,210
58,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,IA,png,1,Iowa,us_state,1937,7-5012,3.25,1.5,20,12,9,5,2,,base,,0,0,,220
59,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,IT,png,1,Italy,foreign,1937,MI.1 4544,3.25,1.5,20,12,9,5,2,,base,,0,0,,230
60,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,KS,png,1,Kansas,us_state,1937,5-869,3.25,1.5,20,12,9,5,2,,base,,0,0,,240
61,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,KY,png,1,Kentucky,us_state,1937,J 9084,3.25,1.5,20,12,9,5,2,,base,,0,0,,250
62,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,LA,png,1,Louisiana,us_state,1937,25-906,3.25,1.5,20,12,9,5,2,,base,,0,0,,260
63,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,ME,png,1,Maine,us_state,1937,560,3.25,1.5,20,12,9,5,2,,base,,0,0,,270
64,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,MD,png,1,Maryland,us_state,1937,16-097,3.25,1.5,20,12,9,5,2,,base,,0,0,,280
65,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,MA,png,1,Massachusetts,us_state,1937,48-177,3.25,1.5,20,12,9,5,2,,base,,0,0,,290
66,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,MI,png,1,Michigan,us_state,1937,234,3.25,1.5,20,12,9,5,2,,base,,0,0,,300
67,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,MN,png,1,Minnesota,us_state,1937,B 298-322,3.25,1.5,20,12,9,5,2,,base,,0,0,,310
68,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,MS,png,1,Mississippi,us_state,1937,131-114,3.25,1.5,20,12,9,5,2,,base,,0,0,,320
69,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,MO,png,1,Missouri,us_state,1937,50-010,3.25,1.5,20,12,9,5,2,,base,,0,0,,330
70,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,MT,png,1,Montana,us_state,1937,2-28,3.25,1.5,20,12,9,5,2,,base,,0,0,,340
71,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,NE,png,1,Nebraska,us_state,1937,23-3412,3.25,1.5,20,12,9,5,2,,base,,0,0,,350
72,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,NV,png,1,Nevada,us_state,1937,16-840,3.25,1.5,20,12,9,5,2,,base,,0,0,,360
73,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,NH,png,1,New Hampshire,us_state,1937,89-524,3.25,1.5,20,12,9,5,2,,base,,0,0,,370
74,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,NJ,png,1,New Jersey,us_state,1937,H9078,3.25,1.5,20,12,9,5,2,,base,,0,0,,380
75,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,NM,png,1,New Mexico,us_state,1937,I,3.25,1.5,20,12,9,5,2,,base,,0,0,,390
76,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,NY,png,1,New York,us_state,1937,6K 22-40,3.25,1.5,20,12,9,5,2,,base,,0,0,,400
77,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,NF,png,1,Newfoundland,canada,1937,2246,3.25,1.5,20,12,9,5,2,,base,,0,0,,410
78,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,NC,png,1,North Carolina,us_state,1937,306-290,3.25,1.5,20,12,9,5,2,,base,,0,0,,420
79,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,ND,png,1,North Dakota,us_state,1937,12-808,3.25,1.5,20,12,9,5,2,,base,,0,0,,430
80,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,OH,png,1,Ohio,us_state,1937,GT-428,3.25,1.5,20,12,9,5,2,,base,,0,0,,440
81,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,OK,png,1,Oklahoma,us_state,1937,259F468,3.25,1.5,20,12,9,5,2,,base,,0,0,,450
82,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,ON,png,1,Ontario,canada,1937,90-A-06,3.25,1.5,20,12,9,5,2,,base,,0,0,,460
83,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,OR,png,1,Oregon,us_state,1937,265-409,3.25,1.5,20,12,9,5,2,,base,,0,0,,470
84,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,PS,png,1,Palestine,foreign,1937,M 529 H,3.25,1.5,20,12,9,5,2,,base,,0,0,,480
85,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,PN,png,1,Panama,foreign,1937,5921,3.25,1.5,20,12,9,5,2,,base,,0,0,,490
86,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,PA,png,1,Pennsylvania,us_state,1937,PA23,3.25,1.5,20,12,9,5,2,,base,,0,0,,500
87,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,PU,png,1,Peru,foreign,1937,3407,3.25,1.5,20,12,9,5,2,,base,,0,0,,510
88,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,PR,png,1,Puerto Rico,foreign,1937,10869,3.25,1.5,20,12,9,5,2,,base,,0,0,,520
89,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,RI,png,1,Rhode Island,us_state,1937,10-501,3.25,1.5,20,12,9,5,2,,base,,0,0,,530
90,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,SC,png,1,South Carolina,us_state,1937,A-62-094,3.25,1.5,20,12,9,5,2,,base,,0,0,,540
91,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,SD,png,1,South Dakota,us_state,1937,26-3215,3.25,1.5,20,12,9,5,2,,base,,0,0,,550
92,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,SN,png,1,Sweden,foreign,1937,A3453,3.25,1.5,20,12,9,5,2,,base,,0,0,,560
93,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,TN,png,1,Tennessee,us_state,1937,10-800,3.25,1.5,20,12,9,5,2,,base,,0,0,,570
94,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,TX,png,1,Texas,us_state,1937,649-205,3.25,1.5,20,12,9,5,2,,base,,0,0,,580
95,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,TT,png,1,Trinidad And Tobago,foreign,1937,P124,3.25,1.5,20,12,9,5,2,,base,,0,0,,590
96,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,TU,png,1,Turkey,foreign,1937,4571,3.25,1.5,20,12,9,5,2,,base,,0,0,,600
97,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,UT,png,1,Utah,us_state,1937,67-015,3.25,1.5,20,12,9,5,2,,base,,0,0,,610
98,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,VT,png,1,Vermont,us_state,1937,19-306,3.25,1.5,20,12,9,5,2,,base,,0,0,,620
99,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,VI,png,1,Virgin Islands,territory,1937,02,3.25,1.5,20,12,9,5,2,,base,,0,0,,630
100,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,VA,png,1,Virginia,us_state,1937,19-469,3.25,1.5,20,12,9,5,2,,base,,0,0,,640
101,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,WA,png,1,Washington,us_state,1937,B-7286,3.25,1.5,20,12,9,5,2,,base,,0,0,,650
102,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,WV,png,1,West Virginia,us_state,1937,200-169,3.25,1.5,20,12,9,5,2,,base,,0,0,,660
103,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,WI,png,1,Wisconsin,us_state,1937,58-661,3.25,1.5,20,12,9,5,2,,base,,0,0,,670
104,go37,1937 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-2,WY,png,1,Wyoming,us_state,1937,0-2,3.25,1.5,20,12,9,5,2,,base,,0,0,,680
105,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,AL,png,1,Alabama,us_state,1938,107-030,3.25,1.5,20,12,9,5,2,,base,,0,0,,10
106,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,AB,png,1,Alberta,canada,1938,49-605,3.25,1.5,20,12,9,5,2,,base,,0,0,,20
107,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,AZ,png,1,Arizona,us_state,1938,A 5610,3.25,1.5,20,12,9,5,2,,base,,0,0,,30
108,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,AR,png,1,Arkansas,us_state,1938,118-510,3.25,1.5,20,12,9,5,2,,base,,0,0,,40
109,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,BC,png,1,British Columbia,canada,1938,63-700,3.25,1.5,20,12,9,5,2,,base,,0,0,,50
110,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,BG,png,1,British Guyana,foreign,1938,H.5593,3.25,1.5,20,12,9,5,2,,base,,0,0,,60
111,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,BH,png,1,British Honduras,foreign,1938,B.H.4,3.25,1.5,20,12,9,5,2,,base,,0,0,,70
112,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,CA,png,1,California,us_state,1938,IA 50 40,3.25,1.5,20,12,9,5,2,,base,,0,0,,80
113,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,CO,png,1,Colorado,us_state,1938,60-6100,3.25,1.5,20,12,9,5,2,,base,,0,0,,90
114,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,CT,png,1,Connecticut,us_state,1938,WC 980,3.25,1.5,20,12,9,5,2,,base,,0,0,,100
115,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,DE,png,1,Delaware,us_state,1938,1-045,3.25,1.5,20,12,9,5,2,,base,,0,0,,110
116,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,DC,png,1,Dist. Of Columbia,us_state,1938,5775,3.25,1.5,20,12,9,5,2,,base,,0,0,,120
117,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,EN,png,1,England,foreign,1938,BWK 366,3.25,1.5,20,12,9,5,2,,base,,0,0,,130
118,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,FL,png,1,Florida,us_state,1938,2-64-800,3.25,1.5,20,12,9,5,2,,base,,0,0,,140
119,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,GA,png,1,Georgia,us_state,1938,22-589,3.25,1.5,20,12,9,5,2,,base,,0,0,,150
120,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,GM,png,1,Guatamala,foreign,1938,1438,3.25,1.5,20,12,9,5,2,,base,,0,0,,160
121,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,ID,png,1,Idaho,us_state,1938,93-250,3.25,1.5,20,12,9,5,2,,base,,0,0,,170
122,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,IL,png,1,Illinois,us_state,1938,160-780,3.25,1.5,20,12,9,5,2,,base,,0,0,,180
123,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,IN,png,1,Indiana,us_state,1938,321 010,3.25,1.5,20,12,9,5,2,,base,,0,0,,190
124,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,IA,png,1,Iowa,us_state,1938,31-1720,3.25,1.5,20,12,9,5,2,,base,,0,0,,200
125,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,IT,png,1,Italy,foreign,1938,MI 1 5544,3.25,1.5,20,12,9,5,2,,base,,0,0,,210
126,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,KS,png,1,Kansas,us_state,1938,90-570,3.25,1.5,20,12,9,5,2,,base,,0,0,,220
127,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,KY,png,1,Kentucky,us_state,1938,2398,3.25,1.5,20,12,9,5,2,,base,,0,0,,230
128,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,LA,png,1,Louisiana,us_state,1938,201-310,3.25,1.5,20,12,9,5,2,,base,,0,0,,240
129,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,ME,png,1,Maine,us_state,1938,3270,3.25,1.5,20,12,9,5,2,,base,,0,0,,250
130,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,MB,png,1,Manitoba,canada,1938,92-327,3.25,1.5,20,12,9,5,2,,base,,0,0,,260
131,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,MD,png,1,Maryland,us_state,1938,125-121,3.25,1.5,20,12,9,5,2,,base,,0,0,,270
132,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,MA,png,1,Massachusetts,us_state,1938,90-242,3.25,1.5,20,12,9,5,2,,base,,0,0,,280
133,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,MI,png,1,Michigan,us_state,1938,Z 2600,3.25,1.5,20,12,9,5,2,,base,,0,0,,290
134,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,MN,png,1,Minnesota,us_state,1938,B 548-770,3.25,1.5,20,12,9,5,2,,base,,0,0,,300
135,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,MS,png,1,Mississippi,us_state,1938,190-144,3.25,1.5,20,12,9,5,2,,base,,0,0,,310
136,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,MO,png,1,Missouri,us_state,1938,14-555,3.25,1.5,20,12,9,5,2,,base,,0,0,,320
137,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,MT,png,1,Montana,us_state,1938,9-810,3.25,1.5,20,12,9,5,2,,base,,0,0,,330
138,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,NE,png,1,Nebraska,us_state,1938,8-5033,3.25,1.5,20,12,9,5,2,,base,,0,0,,340
139,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,NV,png,1,Nevada,us_state,1938,70-41,3.25,1.5,20,12,9,5,2,,base,,0,0,,350
140,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,NH,png,1,New Hampshire,us_state,1938,13-300,3.25,1.5,20,12,9,5,2,,base,,0,0,,360
141,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,NJ,png,1,New Jersey,us_state,1938,10022,3.25,1.5,20,12,9,5,2,,base,,0,0,,370
142,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,NM,png,1,New Mexico,us_state,1938,308,3.25,1.5,20,12,9,5,2,,base,,0,0,,380
143,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,NY,png,1,New York,us_state,1938,7K62-37,3.25,1.5,20,12,9,5,2,,base,,0,0,,390
144,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,NC,png,1,North Carolina,us_state,1938,123-200,3.25,1.5,20,12,9,5,2,,base,,0,0,,400
145,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,ND,png,1,North Dakota,us_state,1938,4-400,3.25,1.5,20,12,9,5,2,,base,,0,0,,410
146,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,OH,png,1,Ohio,us_state,1938,GT-638,3.25,1.5,20,12,9,5,2,,base,,0,0,,420
147,go38,1938 Auto License Cards,"Goudey Gum Co., Boston, Mass.",R19-3,OK,png,1,Oklahoma,us_state,1938,231-092,3.25,1.5,20,12,9,5,2,,base,,0,0,,430
